"14957	6.9",,,,,
"14650	6.9",,,,,
"14651	6.9",,,,,
"15067	6.9",,,,,
"15067	6.9",,,,,
"15067	6.9",,,,,
"15067	6.9",,,,,
"15067	6.9",,,,,
"15067	6.9",,,,,
"15089	6.9",,,,,
"15090	6.9",,,,,
"15088	6.9",,,,,
"15089	6.9",,,,,
"15089	6.9",,,,,
"15772	6.9",,,,,
"15773	6.9",,,,,
